,Imdb_Id,Title,Plot,Type_x_x,Rated,Year,Released_At,Added_At,Runtime_x,Genre,Director_x,Writer,Actors,Language_x,Country_x,Awards,Metascore,Imdb_Rating,Imdb_Votes,Show_Id,Type_y_x,Director_y,Cast,Country_y,Date_Added,Release_Year,Rating,Duration,Listed_In,Description,ID_x,Year_x,Age_x,IMDb_x,Rotten Tomatoes_x,Type_x_y,Directors,Genres,Country,Language_y,Runtime_y,ID_y,Year_y,Age_y,IMDb_y,Rotten Tomatoes_y,Type_y_y
653,tt0407121,Pooh's Heffalump Movie,"A Heffalump is heard trumpeting in the hundred acre woods. Winnie the Pooh, Tigger, and Piglet are scared and rush to Rabbit's house for advice. Roo joins them and they all agree that ...",movie,G,2005,11 Feb 2005,"November 12, 2019",68 min,"Animation, Comedy, Family, Fantasy, Musical, Mystery",Frank Nissen,"Brian Hohlfeld (screenplay), Evan Spiliotopoulos (screenplay), A.A. Milne (characters)","Jim Cummings, John Fiedler, Nikita Hopkins, Kath Soucie",English,USA,1 nomination.,64.0,6.4,"6,031",s1072,Movie,Frank Nissen,"Jim Cummings, John Fiedler, Nikita Hopkins, Kath Soucie, Ken Sansom, Peter Cullen",United States,"November 12, 2019",2005.0,G,73 min,"Action-Adventure, Animation, Kids",Pooh and his friends are shocked when Roo befriends a playful Heffalump.,8734.0,2005.0,all,6.4/10,75/100,0.0,Frank Nissen,"Animation,Comedy,Family,Fantasy,Musical,Mystery",United States,English,68.0,,,,,,
654,tt1245104,Presto,A stage magician's rabbit gets into a magical onstage brawl against his neglectful guardian with two magic hats.,movie,G,2008,27 Jun 2008,"November 12, 2019",5 min,"Animation, Short, Comedy, Family, Fantasy",Doug Sweetland,"Doug Sweetland, Ted Mathot (story), Valerie LaPointe (story), Justin Wright (story)",Doug Sweetland,English,USA,Nominated for 1 Oscar. Another 1 nomination.,,8.4,"21,778",s1073,Movie,Doug Sweetland,,United States,"November 12, 2019",2008.0,G,5 min,"Animation, Family, Kids",Presto forgets to feed his rabbit one too many times.,8771.0,2008.0,all,8.3/10,72/100,0.0,Doug Sweetland,"Animation,Short,Comedy,Family,Fantasy",United States,English,5.0,,,,,,
655,tt5538644,Primal Survivor,"Primal Survivor tracks wilderness guide and survival instructor Hazen Audel as he tackles some of mankind's most rigorous journeys, relying on skills learned from native inhabitants.After ...",series,,2016–,21 Jan 2016,"May 1, 2020",,Documentary,,,Hazen Audel,English,USA,,,8.5,163,s163,TV Show,,Hazen Audel,United States,"April 16, 2021",2014.0,TV-PG,5 Seasons,"Docuseries, Reality, Survival",Hazen Audel relives his most thrilling moments and reveals what it takes to become Primal Survivor.,,,,,,,,,,,,5607.0,2016.0,,8.3/10,44/100,1.0
656,tt1196339,Princess Protection Program,"A princess whose country has been invaded goes into hiding in Louisiana, where she has to learn to act like an ordinary teenager.",movie,TV-G,2009,26 Jun 2009,"November 12, 2019",90 min,"Comedy, Drama, Family",Allison Liddi-Brown,"Annie DeYoung (story), Annie DeYoung, David Morgasen (story)","Demi Lovato, Selena Gomez, Nicholas Braun, Molly Hagan",English,USA,3 wins & 3 nominations.,,5.6,"20,758",s1074,Movie,Allison Liddi-Brown,"Demi Lovato, Selena Gomez, Nicholas Braun, Molly Hagan, Johnny Rodriguez, Jamie Chung",United States,"November 12, 2019",2009.0,TV-G,90 min,"Buddy, Comedy, Coming of Age",Royalty and roughing it collide when a princess moves in with a tomboy.,8927.0,2009.0,all,5.6/10,63/100,0.0,Allison Liddi-Brown,"Comedy,Drama,Family",United States,English,90.0,,,,,,
657,tt1604171,Prom,A group of teenagers get ready for their high school prom.,movie,PG,2011,29 Apr 2011,"April 1, 2020",104 min,"Comedy, Drama, Family, Romance",Joe Nussbaum,Katie Wech,"Aimee Teegarden, Thomas McDonell, DeVaughn Nixon, Danielle Campbell",English,USA,1 nomination.,50.0,5.4,"14,569",s522,Movie,Joe Nussbaum,"Aimee Teegarden, Thomas McDonell, De'Vaughn Nixon, Danielle Campbell, Yin Chang, Jared Kusnitz",United States,"April 1, 2020",2011.0,PG,105 min,"Comedy, Coming of Age, Drama","At Prom, every couple has a story, and no two are exactly alike.",9068.0,2011.0,7+,5.4/10,57/100,0.0,Joe Nussbaum,"Comedy,Drama,Family,Romance",United States,English,104.0,,,,,,
658,tt0280050,Prowlers of the Everglades,,movie,Approved,1953,23 Jul 1953,"May 1, 2020",32 min,"Documentary, Short, Family",James Algar,James Algar,Winston Hibler,English,USA,,,8.1,42,s471,Movie,James Algar,,United States,"May 1, 2020",1953.0,TV-Y7,32 min,"Animals & Nature, Documentary","A primeval reptile stalks its prey in ""the swamp that time forgot."" See details for advisory.",9410.0,1953.0,,7.8/10,43/100,0.0,James Algar,"Documentary,Short,Family",United States,English,32.0,,,,,,
659,tt6688750,Puppy Dog Pals,"Fun-loving pug puppies, brothers Bingo and Rolly, have thrill-seeking appetites that take them on exhilarating adventures in their neighborhood and around the globe.",series,TV-Y,2017–,14 Apr 2017,"November 12, 2019",24 min,"Animation, Family",,Harland Williams,"Issac Ryan Brown, Sam Lavagnino, Harland Williams, Jessica DiCicco",English,USA,1 win & 2 nominations.,,7.1,611,s110,TV Show,,"Harland Williams, Isaac Brown, Jessica DiCicco, Sam Lavagnino, Leslie Baker, Tara Strong","United States, India","June 11, 2021",2016.0,TV-G,4 Seasons,"Animation, Kids",Two puppies are on a mission for fun and adventure!,,,,,,,,,,,,5509.0,2017.0,all,7.0/10,53/100,1.0
660,tt8980868,Purl,"An earnest ball of yarn named Purl gets a job at a fast-paced, high energy, male-centric start-up. Things start to unravel as she tries to fit in with this close-knit group. Purl must ask ...",movie,PG,2018,04 Feb 2019,"November 12, 2019",8 min,"Animation, Short, Comedy, Family",Kristen Lester,"Kristen Lester, Michael Daley (story), Bradley Furnish (story), Kristen Lester (story), James Robertson (story)","Bret 'Brook' Parker, Michael Daley, Michael Frederickson, Erik Langley",English,USA,1 win & 1 nomination.,,6.4,"1,158",s1075,Movie,Kristen Lester,"Bret Parker, Emily Davis, Kelsey Mann, Austin Madison, Erik Langley, Michael Daley",United States,"November 12, 2019",2019.0,PG,12 min,"Animation, Comedy, Family",Purl gets a job at a start-up and must decide how far is she willing to go to be accepted.,9056.0,2019.0,7+,6.5/10,58/100,0.0,Kristen Lester,"Animation,Short,Comedy,Family",United States,English,9.0,,,,,,
661,tt0136658,Quack Pack,"The misadventures of Donald Duck and his rebellious teenage nephews with attitude, Huey, Dewey, and Louie.",series,TV-Y,1996–1997,02 Sep 1996,"November 12, 2019",30 min,"Animation, Short, Adventure, Comedy, Family",,Toby Shelton,"Tony Anselmo, Jeannie Elias, Elizabeth Daily, Pamela Adlon",English,USA,,,6.8,"3,478",s1076,TV Show,,"Tony Anselmo, James Avery, Brian Cummings, E.G. Daily, Jeannie Elias, Pamela Segall",United States,"November 12, 2019",1996.0,TV-Y,1 Season,"Action-Adventure, Animation, Comedy","This cartoon follows on from the 1980's cartoon ""DuckTales"".",,,,,,,,,,,,5538.0,1996.0,7+,6.8/10,50/100,1.0
662,tt4341582,Queen of Katwe,A Ugandan girl sees her world rapidly change after being introduced to the game of chess.,movie,PG,2016,30 Sep 2016,"November 12, 2019",124 min,"Biography, Drama, Sport",Mira Nair,"William Wheeler (screenplay by), Tim Crothers (based on the ESPN Magazine article and book by)","Madina Nalwanga, David Oyelowo, Lupita Nyong'o, Martin Kabanza",English,USA,2 wins & 20 nominations.,73.0,7.4,"14,265",s1077,Movie,Mira Nair,"David Oyelowo, Lupita Nyong'o, Madina Nalwanga, Martin Kabanza, Taryn Kyaze, Esther Tebandeke",United States,"November 12, 2019",2016.0,PG,125 min,"Biographical, Drama, Sports",A Ugandan girl’s life changes forever when she discovers she has an amazing talent for chess.,8837.0,2016.0,7+,7.4/10,68/100,0.0,Mira Nair,"Biography,Drama,Sport",United States,English,124.0,,,,,,
663,tt0245380,Quints,A 14-year-old teenager goes to desperate lengths to get attention when her mother gives birth to quints.,movie,TV-G,2000,18 Aug 2000,"November 12, 2019",83 min,"Comedy, Drama, Family",Bill Corcoran,"Matthew Weisman (story), Matthew Weisman (teleplay), Gregory K. Pincus (teleplay)","Kimberly J. Brown, Daniel Roebuck, Elizabeth Morehead, Shadia Simmons",English,"Canada, USA",2 nominations.,,5.7,"2,030",s1078,Movie,Bill Corcoran,"Kimberly Brown, Daniel Roebuck, Elizabeth Morehead, Shadia Simmons, Jake Epstein, Vince Corazza","Canada, United States","November 12, 2019",2000.0,TV-G,83 min,"Comedy, Coming of Age",Jamie is the center of attention until her mom gives birth to quintuplets.,9191.0,2000.0,all,5.7/10,52/100,0.0,Bill Corcoran,"Comedy,Drama,Family","Canada,United States",English,83.0,,,,,,
664,tt0382932,Ratatouille,A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.,movie,G,2007,29 Jun 2007,"November 12, 2019",111 min,"Animation, Adventure, Comedy, Drama, Family, Fantasy","Brad Bird, Jan Pinkava(co-director)","Brad Bird (screenwriter), Jan Pinkava (original story by), Jim Capobianco (original story by), Brad Bird (original story by)","Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy","English, French",USA,Won 1 Oscar. Another 66 wins & 42 nominations.,96.0,8.0,"612,483",s1079,Movie,Brad Bird,"Patton Oswalt, Ian Holm, Lou Romano, Brian Dennehy, Peter Sohn, Peter O'Toole",United States,"November 12, 2019",2007.0,G,111 min,"Animation, Comedy, Family",A determined young rat dreams of becoming a French chef.,8644.0,2007.0,all,8.0/10,85/100,0.0,"Brad Bird,Jan Pinkava","Animation,Adventure,Comedy,Family,Fantasy",United States,"English,French",111.0,,,,,,
665,tt0494716,Read It and Weep,A shy and retiring high school student develops a peculiar alter ego that changes her life forever.,movie,TV-G,2006,21 Jul 2006,"November 12, 2019",84 min,"Comedy, Drama, Family",Paul Hoen,"Patrick J. Clifton (teleplay), Beth Rigazio (teleplay), Julia DeVillers (book)","Kay Panabaker, Danielle Panabaker, Alexandra Krosney, Marquise C. Brown",English,USA,2 nominations.,,5.5,"4,915",s1080,Movie,Paul Hoen,"Kay Panabaker, Jason Dolley, Robin Riker, Tom Virtue, Alexandra Krosney, Danielle Panabaker",United States,"November 12, 2019",2006.0,TV-G,85 min,"Comedy, Coming of Age, Drama",Jamie's journal accidentally becomes a best-selling book.,9081.0,2006.0,all,5.5/10,57/100,0.0,Paul Hoen,"Animation,Comedy,Drama,Family,Romance",United States,English,84.0,,,,,,
666,tt0253550,Ready to Run,"A 14-year-old girl who works at a racetrack trains a talking racehorse with issues, transforming him into a winner.",movie,TV-G,2000,14 Jul 2000,"November 12, 2019",96 min,"Family, Sport",Duwayne Dunham,John Wierick,"Krystle Po, Jason Dohring, Lillian Hurst, Jon Brazier",English,"USA, New Zealand",1 nomination.,,5.3,282,s1081,Movie,Duwayne Dunham,"Krissy Perez, Jason Dohring, Lillian Hurst, Jon Brazier, Nestor Serrano, Theresa Saldana","United States, New Zealand","November 12, 2019",2000.0,TV-G,89 min,"Animals & Nature, Coming of Age, Family",Corrie dreams of becoming a jockey despite her father's race-related death.,9420.0,2000.0,all,5.5/10,42/100,0.0,Duwayne Dunham,"Family,Sport","United States,New Zealand",English,96.0,,,,,,
667,tt0382936,Recess: All Growed Down,TJ and the gang has their shares of memories as kindergarteners when the kindergarteners captures them,movie,G,2003,09 Dec 2003,"November 12, 2019",61 min,"Animation, Comedy, Family","Howy Parkins, Brenda Piluso, Chuck Sheetz","Elijah Aron, Mark Drop (segment), Peter Gaffney (segment), Bart Jennett, Jonathan Rosenthal (segment), Steve Viksten (segment)","Rickey D'Shon Collins, Jason Davis, Ashley Johnson, Myles Jeffrey",English,USA,,,6.7,571,s1082,Movie,"Howy Parkins, Chuck Sheetz","Rickey Collins, Jason Davis, Ashley Johnson, Myles Jeffrey, Andrew Lawrence, Ross Malinger",United States,"November 12, 2019",2003.0,G,61 min,"Animation, Comedy, Family",T.J. and the gang are captured by the kindergartners.,9354.0,2003.0,all,6.6/10,46/100,0.0,"Howy Parkins,Chuck Sheetz","Animation,Comedy,Family",United States,English,61.0,,,,,,
668,tt0265632,Recess: School's Out,TJ and company must save summer vacation from disappearing forever.,movie,G,2001,16 Feb 2001,"November 12, 2019",82 min,"Animation, Comedy, Family",Chuck Sheetz,"Paul Germain (television series Recess), Joe Ansolabehere (television series Recess), Paul Germain (story), Joe Ansolabehere (story), Jonathan Greenberg (story), Jonathan Greenberg (screenplay)","Rickey D'Shon Collins, Jason Davis, Ashley Johnson, Andrew Lawrence",English,"USA, Japan",,43.0,6.6,"9,032",s1083,Movie,Chuck Sheetz,"Rickey Collins, Jason Davis, Ashely Johnson, Andy Lawrence, Courtland Mead, Pam Segall","United States, Japan","November 12, 2019",2001.0,G,87 min,"Animation, Comedy, Family",Third Street Elementary students band together to save summer break.,8940.0,2001.0,all,6.6/10,63/100,0.0,Chuck Sheetz,"Animation,Comedy,Family","United States,Japan",English,82.0,,,,,,
669,tt0382937,Recess: Taking the Fifth Grade,Wow - fifth grade. But what good is practically being a grown-up when the teacher's a big sourpuss?,movie,G,2003,09 Dec 2003,"November 12, 2019",62 min,"Animation, Comedy, Family",Howy Parkins,"Elijah Aron, Bart Jennett","Rickey D'Shon Collins, Jason Davis, Myles Jeffrey, Ashley Johnson",English,USA,,,6.8,"1,759",,,,,,,,,,,,8896.0,2003.0,all,6.8/10,65/100,0.0,Howy Parkins,"Animation,Comedy,Family",United States,English,62.0,,,,,,
670,tt0485985,Red Tails,"A crew of African American pilots in the Tuskegee training program, having faced segregation while kept mostly on the ground during World War II, are called into duty under the guidance of Col. A.J. Bullard.",movie,PG-13,2012,20 Jan 2012,"January 1, 2020",125 min,"Action, Drama, History, War",Anthony Hemingway,"John Ridley (story), John Ridley (screenplay), Aaron McGruder (screenplay), John B. Holway (book)","Terrence Howard, Cuba Gooding Jr., Nate Parker, David Oyelowo","English, Italian, German",USA,2 wins & 9 nominations.,46.0,5.9,"32,647",s121,Movie,Anthony Hemingway,"Terrence Howard, Cuba Gooding Jr., Nate Parker, David Oyelowo, Tristan Wilds, Ne-Yo",United States,"June 4, 2021",2012.0,PG-13,126 min,"Action-Adventure, Drama, Historical",Black fighter pilots get the chance to prove themselves during WWII.,8913.0,2012.0,13+,5.9/10,64/100,0.0,Anthony Hemingway,"Action,Drama,History,War",United States,"English,Italian,German",125.0,,,,,,
671,tt0093832,Red's Dream,"With a sale tag hanging from his seat, propped up in the corner of a bicycle store on a rainy night, Red the unicycle dreams about a better place.",movie,G,1987,06 Jul 1987,"November 12, 2019",4 min,"Animation, Short, Family",John Lasseter,John Lasseter,Mel Blanc,English,USA,,,6.4,"6,019",s1085,Movie,John Lasseter,,United States,"November 12, 2019",1987.0,TV-G,4 min,"Animation, Drama, Family","Red, a unicycle, dreams that he steals the show.",9111.0,1987.0,all,6.3/10,56/100,0.0,John Lasseter,"Animation,Short,Family,Fantasy",United States,English,4.0,,,,,,
672,tt0210945,Remember the Titans,The true story of a newly appointed African-American coach and his high school team on their first season as a racially integrated unit.,movie,PG,2000,29 Sep 2000,"November 12, 2019",113 min,"Biography, Drama, Sport",Boaz Yakin,Gregory Allen Howard,"Denzel Washington, Will Patton, Wood Harris, Ryan Hurst",English,USA,8 wins & 18 nominations.,48.0,7.8,"190,945",s1086,Movie,Boaz Yakin,"Denzel Washington, Will Patton, Donald Faison, Wood Harris, Ryan Hurst, Ethan Suplee",United States,"November 12, 2019",2000.0,PG,114 min,"Drama, Historical, Sports",An African-American coach leads a newly integrated high school football team in 1970s Virginia.,8695.0,2000.0,7+,7.8/10,79/100,0.0,Boaz Yakin,"Biography,Drama,Sport",United States,English,113.0,,,,,,
673,tt0078158,Return from Witch Mountain,"Tia and Tony visit Los Angeles, but he's quickly kidnapped by an evil scientist, leaving her to desperately search for him.",movie,G,1978,10 Mar 1978,"November 12, 2019",95 min,"Family, Adventure, Sci-Fi, Fantasy",John Hough,"Malcolm Marmorstein, Alexander Key (characters)","Bette Davis, Christopher Lee, Kim Richards, Ike Eisenmann",English,USA,,51.0,5.9,"4,201",s1088,Movie,John Hough,"Bette Davis, Christopher Lee, Kim Richards, Ike Eisenmann, Jack Soo, Anthony James",United States,"November 12, 2019",1978.0,G,94 min,"Action-Adventure, Family, Science Fiction",Sinister masterminds manipulate a boy's supernatural powers for their own devious gain.,9106.0,1978.0,all,5.8/10,56/100,0.0,John Hough,"Adventure,Family,Fantasy,Sci-Fi",United States,English,95.0,,,,,,
674,tt0816520,Return to Halloweentown,"Marnie and Dylan are going to follow their dreams to go to college, at Halloweentown University, which is also known as Witch University.",movie,TV-PG,2006,20 Oct 2006,"November 12, 2019",88 min,"Comedy, Family, Fantasy",David Jackson,"Max Enscoe (teleplay), Annie DeYoung (teleplay), Juliet Giglio (teleplay), Keith Giglio (teleplay), Paul Bernbaum (characters)","Sara Paxton, Judith Hoag, Lucas Grabeel, Joey Zimmerman",English,USA,Nominated for 1 Primetime Emmy. Another 2 nominations.,,5.6,"5,338",s1089,Movie,David Jackson,"Sara Paxton, Judith Hoag, Lucas Grabeel, J. Zimmerman, Kristy Wu, Keone Young",United States,"November 12, 2019",2006.0,TV-PG,89 min,"Family, Fantasy",Marnie Piper holds the key to Witch University's ultimate secret.,9048.0,2006.0,all,5.5/10,58/100,0.0,Mary Lambert,"Adventure,Family,Fantasy",United States,English,81.0,,,,,,
675,tt0089908,Return to Oz,"Dorothy, saved from a psychiatric experiment by a mysterious girl, is somehow called back to Oz when a vain witch and the Nome King destroy everything that makes the magical land beautiful.",movie,PG,1985,21 Jun 1985,"November 12, 2019",113 min,"Adventure, Family, Fantasy, Horror, Mystery",Walter Murch,"Walter Murch (screenplay), Gill Dennis (screenplay), L. Frank Baum (novels)","Fairuza Balk, Nicol Williamson, Jean Marsh, Piper Laurie",English,"UK, USA",Nominated for 1 Oscar. Another 5 nominations.,42.0,6.7,"23,581",s1090,Movie,Walter Murch,"Nicol Williamson, Jean Marsh, Piper Laurie, Matt Clark, Fairuza Balk, Michael Sundin","United Kingdom, United States","November 12, 2019",1985.0,PG,110 min,"Action-Adventure, Family, Fantasy",Dorothy battles the wicked Princess Mombi and the evil Nome King to restore the Emerald City.,8857.0,1985.0,7+,6.7/10,66/100,0.0,Walter Murch,"Adventure,Family,Fantasy,Horror,Mystery","United Kingdom,United States",English,113.0,,,,,,
676,tt0155110,Richie Rich's Christmas Wish,"After getting blamed for spoiling Christmas, the richest kid in the world wishes he'd never been born.",movie,G,1998,10 Nov 1998,"November 12, 2019",84 min,"Comedy, Family",John Murlowski,"Rob Kerchner (story), Jason Feffer (story), Mark Furey (screenplay)","David Gallagher, Eugene Levy, Keene Curtis, Jake Richardson",English,USA,,,4.1,"1,960",s1091,Movie,John Murlowski,"David Gallagher, Eugene Levy, Keene Curtis, Jake Richardson, Martin Mull, Lesley Warren",United States,"November 12, 2019",1998.0,G,85 min,"Action-Adventure, Comedy, Family",A wishing machine transports Richie Rich to an alternate universe.,9465.0,1998.0,all,4.1/10,39/100,0.0,John Murlowski,"Comedy,Family",United States,English,84.0,,,,,,
677,tt0323810,Right on Track,Fact-based drama chronicling the story of two determined sisters who battled the prejudice of a male-dominated sport to become world-class drag racers.,movie,TV-G,2003,21 Mar 2003,"November 12, 2019",89 min,"Biography, Drama, Family",Duwayne Dunham,"Sally Nemeth, Bruce Graham","Beverley Mitchell, Brie Larson, Jon Lindstrom, Jodi Russell",English,USA,,,6.3,"1,087",s1092,Movie,Duwayne Dunham,"Beverley Mitchell, Brie Larson, Marcus Toji, Jodi Russell, Jon Lindstrom, Ruby O'Neil",United States,"November 12, 2019",2003.0,TV-G,88 min,"Buddy, Family, Sports",Two sisters fight for their place in male-dominated junior drag racing.,9209.0,2003.0,all,6.3/10,52/100,0.0,Duwayne Dunham,"Biography,Drama,Family",United States,English,89.0,,,,,,
678,tt0244764,Rip Girls,A 13-year-old (Camilla Belle) learns to surf while visiting Hawaii for the first time to see a plantation she inherited.,movie,TV-G,2000,22 Apr 2000,"November 12, 2019",87 min,"Drama, Family, Romance",Joyce Chopra,Jeanne Rosenberg,"Camilla Belle, Dwier Brown, Stacie Hess, Brian Stark",English,"Australia, USA",2 nominations.,,6.2,"1,135",s1094,Movie,Joyce Chopra,"Camilla Belle, Dwier Brown, Stacie Hess, Brian Stark, Jeanne Mori, Lauren Sinclair","Australia, United States","November 12, 2019",2000.0,TV-G,87 min,"Coming of Age, Drama",Sydney questions a decision to sell her inherited Hawaiian land.,9241.0,2000.0,all,6.1/10,51/100,0.0,Joyce Chopra,"Drama,Family,Romance","Australia,United States",English,87.0,,,,,,
679,tt0070608,Robin Hood,The story of the legendary outlaw is portrayed with the characters as humanoid animals.,movie,G,1973,08 Nov 1973,"November 12, 2019",83 min,"Animation, Adventure, Comedy, Family, Romance","Wolfgang Reitherman, David Hand","Larry Clemmons (story), Ken Anderson (based on: character and story conceptions by), Ken Anderson (story sequences), Vance Gerry (story sequences), Frank Thomas (story sequences), Eric Cleworth (story sequences), Julius Svendsen (story sequences), David Michener (story sequences)","Roger Miller, Peter Ustinov, Terry-Thomas, Brian Bedford","English, Portuguese",USA,Nominated for 1 Oscar. Another 1 win & 1 nomination.,57.0,7.6,"110,712",s1095,Movie,Wolfgang Reitherman,"Roger Miller, Peter Ustinov, Terry-Thomas , Brian Bedford, Monica Evans, Phil Harris",United States,"November 12, 2019",1973.0,G,85 min,"Action-Adventure, Animation, Family",Disney's animated classic tale of England's legendary hero.,5604.0,1922.0,,7.1/10,58/100,0.0,Ridley Scott,"Action,Adventure,Drama,History","United States,United Kingdom","English,French,Ukrainian",140.0,,,,,,
680,tt8053430,Rocky Mountain Animal Rescue,,movie,,2018,03 Mar 2018,"November 12, 2019",,Reality-TV,,,,English,USA,,,7.8,5,s1096,TV Show,,Chopper Bernet,United States,"November 12, 2019",2018.0,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",Officers and vets in the Pike's Peak area of Colorado handle thousands of animal emergencies a year.,,,,,,,,,,,,5685.0,2018.0,,7.9/10,30/100,1.0
681,tt3748528,Rogue One: A Star Wars Story,The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the Death Star plans.,movie,PG-13,2016,16 Dec 2016,"November 12, 2019",133 min,"Action, Adventure, Sci-Fi",Gareth Edwards,"Chris Weitz (screenplay by), Tony Gilroy (screenplay by), John Knoll (story by), Gary Whitta (story by), George Lucas (based on characters created by)","Felicity Jones, Diego Luna, Alan Tudyk, Donnie Yen",English,USA,Nominated for 2 Oscars. Another 24 wins & 80 nominations.,65.0,7.8,"526,836",s1097,Movie,Gareth Edwards,"Felicity Jones, Diego Luna, Ben Mendelsohn, Donnie Yen, Mads Mikkelsen, Alan Tudyk",United States,"November 12, 2019",2016.0,PG-13,134 min,"Action-Adventure, Science Fiction",Unlikely heroes band together to steal the plans to the Death Star.,8641.0,2016.0,13+,7.8/10,85/100,0.0,Gareth Edwards,"Action,Adventure,Sci-Fi",United States,English,133.0,,,,,,
682,tt0107985,Rookie of the Year,"When an accident miraculously gives a boy an incredibly powerful pitching arm, he becomes a major league pitcher for the Chicago Cubs.",movie,PG,1993,07 Jul 1993,"November 12, 2019",103 min,"Comedy, Family, Fantasy, Sport",Daniel Stern,Sam Harper,"Thomas Ian Nicholas, Gary Busey, Albert Hall, Amy Morton",English,USA,1 win & 1 nomination.,53.0,6.0,"23,711",,,,,,,,,,,,,,,,,,,,,,,,,,,,
683,tt0436595,Roving Mars,A pair of uncrewed vehicles transmit images from Mars.,movie,G,2006,27 Jan 2006,"November 12, 2019",40 min,"Documentary, Short",George Butler,"George Butler, Robert Andrus, George Butler (narration)","Paul Newman, Steve Squyres, Rob Manning, Charles Elachi",English,USA,1 win & 1 nomination.,58.0,7.2,968,s1098,Movie,George Butler,"Paul Newman, Steve Squyres, Rob Manning, Dr. Elachi, Wayne Lee",United States,"November 12, 2019",2006.0,G,41 min,"Documentary, Family",Explore the surface of the red planet through the eyes of two NASA rovers.,8794.0,2006.0,7+,7.3/10,71/100,0.0,George Butler,"Documentary,Short",United States,English,40.0,,,,,,
684,tt0138068,Ruby Bridges,"The true story of Ruby Bridges, an African-American girl who, in 1960 at age 6, helped to integrate and the segregarding of all-white schools of New Orleans. Although she was the only black...",movie,,1998,18 Jan 1998,"November 12, 2019",96 min,Drama,Euzhan Palcy,Toni Ann Johnson,"Penelope Ann Miller, Kevin Pollak, Michael Beach, Jean Louisa Kelly",English,USA,4 wins & 4 nominations.,,7.2,607,s1099,Movie,Euzhan Palcy,"Penelope Miller, Kevin Pollak, Michael Beach, Jean Kelly, Peter James, Patrika Darbo",United States,"November 12, 2019",1998.0,TV-PG,90 min,"Biographical, Drama, Historical",A little girl becomes the first African-American to integrate her school.,9223.0,1998.0,7+,7.2/10,51/100,0.0,,"Documentary,Short",,,,,,,,,
685,tt3816666,Running Wild with Bear Grylls,"Bear Grylls, British adventurer, takes A-list celebrities on wild outdoor adventures, pushing them beyond their comfort zone.",series,TV-14,2014–,28 Jul 2014,"April 10, 2020",60 min,"Adventure, Comedy, Reality-TV, Talk-Show",,Delbert Shoopman,Bear Grylls,English,USA,,,7.7,"2,122",s102,TV Show,,Bear Grylls,United States,"June 25, 2021",2019.0,TV-PG,2 Seasons,"Action-Adventure, Reality, Survival",Survivalist Bear Grylls takes celebrities on wild adventures they won’t forget.,,,,,,,,,,,,2595.0,2014.0,7+,7.7/10,59/100,1.0
686,tt0353965,Sacred Planet,"This IMAX film shows exotic places that still exist and gives new insights into the Earth's diverse landscapes, peoples and animals. From the last remaining old growth forests of British ...",movie,G,2004,22 Apr 2004,"November 12, 2019",40 min,"Documentary, Short",Jon Long,"Karen Fernandez Long, Jon Long","Robert Redford, Arapata McKay, Tsaan Ciqae, Mae Tui",English,"Canada, Malaysia, USA",,53.0,6.0,259,s1100,Movie,Jon Long,"Robert Redford, Arapata McKay, Tsaan Ciqae, Mae Tui, Cy Peck Jr., Mutang Urud","Canada, Malaysia, United States","November 12, 2019",2004.0,G,47 min,"Animals & Nature, Documentary, Family",Visit some of the most exotic and beautiful places still in existence.,9367.0,2004.0,all,6.1/10,45/100,0.0,Jon Long,"Documentary,Short","Canada,Malaysia,United States",English,40.0,,,,,,
687,tt0036326,Saludos Amigos,Disney animators tour South America and present four animated shorts inspired by their trip.,movie,Approved,1942,06 Feb 1943,"November 12, 2019",42 min,"Animation, Short, Family, Fantasy, Music","Wilfred Jackson, Jack Kinney, Hamilton Luske, Bill Roberts, Norman Ferguson","Ted Sears (story research), William Cottrell (story research), Webb Smith (story research), Homer Brightman (story), Ralph Wright (story), Roy Williams (story), Harry Reeves (story), Dick Huemer (story), Joe Grant (story)","Fred Shields, José Oliveira","English, Portuguese",USA,Nominated for 3 Oscars. Another 1 win.,60.0,6.2,"4,784",s1101,Movie,"Bill Roberts, Jack Kinney, Ham Luske",Fred Shields,United States,"November 12, 2019",1943.0,TV-PG,42 min,"Animation, Comedy, Family",Four animated shorts with Donald Duck and Goofy are set to a samba beat. See details for advisory.,9036.0,1942.0,,6.1/10,59/100,0.0,"Wilfred Jackson,Jack Kinney,Hamilton Luske,Bill Roberts,Norman Ferguson","Animation,Short,Adventure,Comedy,Family,Fantasy,Music","United States,Brazil,Bolivia","English,Portuguese",42.0,,,,,,
688,tt0056441,"Sammy, the Way-Out Seal: Part 1",Disney film about two young brothers who secretly bring home a seal from their summer vacation and try to hide it from Mom and Dad. Havoc ensues as Sammy's antics disrupt the quiet town of ...,episode,UNRATED,1962,28 Oct 1962,"November 12, 2019",89 min,"Adventure, Biography, Drama",Norman Tokar,Norman Tokar,"Jack Carson, Robert Culp, Patricia Barry, Elisabeth Fraser",English,USA,,,6.5,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
